2026-04-21 10:15:48,Meatballs,Before,40
2026-04-21 10:15:52,Meatballs,After,0
2026-04-21 10:15:58,Burgers,Before,80
2026-04-21 10:16:07,Burgers,After,6
2026-04-21 10:16:13,Bratwursts,Before,50
2026-04-21 10:16:20,Bratwursts,After,0
2026-04-21 10:16:48,Kombucha,Before,72
2026-04-21 10:16:53,Kombucha,After,12
2026-04-21 10:17:00,Water Kefir,Before,72
2026-04-21 10:17:31,Water Kefir,After,12
2026-04-21 11:34:03,Mushrooms,Before,10
2026-04-21 11:35:42,Mushrooms,After,0
